Author	Title	City	Publisher	Year	Pages	Size	Price
Simons (J.)	Een belangrijk sociaal vraag Hage, Gebr	's Fo	f 0	Unknown	Unknown	Unknown	f 0.25
Simons Mz. (L.)	Besproken plaatsen	Amst	van Holkema & Warendorf	1891	Unknown	Unknown	f 1.90
Simons Mz. (L.)	 De opleiding onzer tooneelspelers	Amst	A	1889	Unknown	Unknown	f 0.50
Simons Mz. (L.)	 Hnwelijksgeluk	Amst	A	1886	Unknown	Unknown	f 0.50
Simons Mz. (L.)	Nicolaas Ostrovsky en zijn drama »Het onweer	" Amst	Th	1889	Unknown	Unknown	Unknown
Simons (Menno)	Tractaat over zijn uit -ging van hetpausdom	) Amst	Joh	1551	Unknown	Unknown	f 0.25
Simpel (Justus)	Open brief aan den 1Veleerw	van Linger	directeur van 't gymnasium te Zetten	Unknown	Unknown	Unknown	f 0.20
Simpel (Justus)	 Reformeeren, niet separeeren	Zwolle	W	1889	Unknown	Unknown	f 0.30
Simplex [ps.	Een maaltijd met bindet'-Hissen	Amst	G	1883	Unknown	Unknown	f 0.30
Sims (George R.)	Acrobaten	's Hage, Charles Ewings (Rott	D	1888	Unknown	Unknown	f 1.50
Sims (George R.)	 Smith & Co	Amst	A	Unknown	Unknown	Unknown	f 5.25
Simson & Co. Blijspel in twee bedrijven	vi ij naar het Engelsch door D	Zaandijk	J	Unknown	Unknown	Unknown	f 0.80
Simultaan [ps.]	Wie moeten tot leden van de nieuwe Tweede Kamer gekozen worden? Amersfoort, J	Haan	Küppers en Laurey	1888	Unknown	Unknown	f 0.05
Sinderam (J. M.)	Ile neef uit Oost-Indii'	Zutphen	Thieme's Boek-en Mnziekhan lel	1885	Unknown	Unknown	f 0.50
Slnla (0.)	Beknopt leerboek der natuurkunde, ten dienste van gymnasiën, hoogere bnrgerscholen met 3 jarigen en 'sus, middel schoten voor meisjes, kweek - en nor--bare rnaalscholen	Haarl	Erven F	Unknown	Unknown	Unknown	f 1.10
Slnla (0.)	Natuurkunde van den mensch	liuxley's iI	essons in elementary physiology"	1886	Unknown	Unknown	Unknown
Sinnige (C )	Antje van Duren	Keinediespel in vief bedrieven	in 't Grönnegers, zoo as 't in de \'eenkolonies spreken wordt	1886	Unknown	Unknown	f 0.81
Sinnige (C )	Drei Geerten	Keinedie^pcl in drei bedrieven	in 't Grönnegers, zoo as 't in de Veenkolonies sproken wordt	Unknown	Unknown	Unknown	f 0.60
Unknown	Sint Eloy	Amst	M	Unknown	Unknown	Unknown	f 3.60
Unknown	Sint 1891	Unknown	Unknown	1891	Unknown	Unknown	f 1.30
Sint Joseph	patroon der Christenen en der H	Roerm	H	Unknown	Unknown	Unknown	f 0.30
Sint Nicolaas-Vertelling (Een). Met een plaatje. Schiedam	11	Maastr	St	1885	Unknown	Unknown	f 0.15
Sipkema (A.)	Sociaal-democratie en Christendom	Utr	L	1888	Unknown	Unknown	Unknown
Sipkes (J.)	Een rare wereld ! Vier novellen	(Rott	D	1889	Unknown	Unknown	f 2.251
Sipkes (B.)	De toekomst des Beeren of de leer (lrr laatste dingen, 2e en 3e dr Winterswijk, H	1881	; 4e dr	1891	Unknown	Unknown	f 0.60
Sipkes (B.)	 Eenige opgaven hij de bijbelles	Winterswijk	H	1888	Unknown	Unknown	f 0.06
S,iraudin	en Réné, Wie is de schoonzoon? Tooneelspel in 1 bedrijf	Zutphen	Thieme's Boek-en Muziekhandel	1887	Unknown	Unknown	f 0.50
Sissingh (R.)	Metingen over Kerr's ver bij magnetisatie evenwijdig aan liet-schijnsel spiegelend oppervlak Uitgeg	Amst	Joh	1891	Unknown	Unknown	Unknown
Skoeralmanak (De Frijsce) voor 1884. Frentsjer	T	Unknown	Unknown	1884	Unknown	Unknown	f 0.75
Skrani (Erik)	Gertrude Coldbjörnsen	Zutphen	W	1891	Unknown	Unknown	f 2.25
Skur-almanak (Frijsce) fear 1885	troch Troelstra en Terlet	Heerenveen	A	Unknown	Unknown	Unknown	f 0.50
Skur-almanak (Frijsce) fear 1885	 (Frijske) 1886 -	1891	troch Waling Dijkstra	Unknown	Unknown	Unknown	f 0.60
Slachters-Courant (Nederlandsche). Amst.	Maatsch	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Slater (J. H.)	A concise grammar of the English language for the use of Dutch students	Bott	P	1884	Unknown	Unknown	f 0.90
Slavinnen (Blanke)	De handel in meisjes in de XIXe eeuw	-Nijm	Gebr	1885	Unknown	Unknown	f 0.50
Slavinnen (Blanke)	(Blanke) in Nederland	Heeren een	A	1885	Unknown	Unknown	f 0.50
Unknown	Slechts de werkelijke uitgaaf? Een bescheiden woord aan den heer minister van financiën, betrekkelijk liet koninklijk besluit tot regeling van de vergoeding voor reis-en verblijfkosten door een oud gediende	's Hage	W	1888	Unknown	Unknown	f 0.25
Slee (J. C. van)	De volksdichter Hans Sax (Sachs) in betrekking tot de kerkhervorming in de 16e eeuw, Zie Volksbibliotheek, 5e achttal	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Sleurs (H. J.)	Fantasie over de werkkring der bacillen in de natuur	Rott	II	1885	Unknown	Unknown	f 0.50
Sleutel (De) des Hemels	door den schrijver der »Goudkorrels"	Korte verhandeling over het gebed	getrokken uit het »Handboek der geprofeste religieuzen, en der novicen aangeboden	1889	Unknown	Unknown	f 0.15
Slingervoet Ramondt (.1. E.)	De kerst Dramatische schets in één bedrijf	's Hage	A	Unknown	Unknown	Unknown	f 0.40
Slingervoet Ramondt (.1. E.)	 Lente's eerstelingen	'silage	A	1883	Unknown	Unknown	f 0.60
Unknown	Sljueht en rjucht	Bolsert (Bolsward)	G	Unknown	Unknown	Unknown	f 1.80
Sloet (D. A. W. H.)	God, Christendom en Kerk verdedigd door het gezond verstand en de geschiedenis	onderwijzers	studenten enz	1890	Unknown	Unknown	f 1.95
Sloet (L. A. J. W.)	De dieren in het Ger volksgeloof en volksgebruik	's Hage	-maansche Mart	1888	Unknown	Unknown	f 5.50
Sloet (L. A. J. W.)	 De heilige Ontkommer of Wilgeforthis	's Hage	Mart	1883	Unknown	Unknown	f 2.50
Sloet (L. A. J. W.)	 De planten in het Germaansche volks volksgebruik	's Hage	Mart	1890	Unknown	Unknown	f 1.25
Sloot A. J. H. van der)	De laatsten der Hoekschep onder Jonker Frans van Brederode	Rott	W	1887	Unknown	Unknown	f 1.50
Sloot A. J. H. van der)	 De strijd om Merwerda	Rott	J	1886	Unknown	Unknown	f 1.75
Sloot A. J. H. van der)	 Jeltze Joulsma, de Schelte van Ezonstad, of: de laatste inval der Denen in Friesland	Rott	(Amst	1884	Unknown	Unknown	f 1.50
Slooten (P. J. D. van)	De verkoop van Friesland's pastoralia in de 18e eeuw	Leeuw	Firma H	1886	Unknown	Unknown	f 0.35
Slot (W.)	Een droomuitlegger	Haarlem	D	1889	Unknown	Unknown	f 0.25
Slot (W.)	Een huiskruis	Op bruiloften en partijen Haarlem	D	1889	Unknown	Unknown	f 0.25
Slot (W.)	Herhalingsonderwijs	Klucht voor vier heeren	op bruiloften en partijen	Unknown	Unknown	Unknown	f 0.25
Slot (W.)	 Het nieuwe pak	Kamerstukje met zang in één bedrijf	voor vier dames en een heer	1889	Unknown	Unknown	f 0.25
Slot (W.)	 Zoo groen als gras	Unknown	Unknown	1889	Unknown	Unknown	f 0.25
Slotboom's Halve-Guldens-Uitgave. Beverwijk	D	Scheltema Ezn	Uit het leven eener dienstbode	1884	Unknown	Unknown	f 0.50
Slotboom's verwanten. 1885. No. '14. P. F. Brunings	Ongenoode gasten	Van der Sluys Lehr	Militaire schetsen	1885	Unknown	Unknown	Unknown
Sloten (Jo. van)	Kleine en groote menschen	Amst	Jan Leendertz & Zoon	1890	Unknown	Unknown	f 1.90
Sloten (Jo. van)	 Levenstinten	Amst	Jan Leendertz & Zn	1891	Unknown	Unknown	f 1.90
Slothouwer (Gerard)	Bij de post	Schied	H	4890	Unknown	Unknown	f 5.20
Slothouwer (Gerard)	 De familie Hendriks	Amst	L	1888	Unknown	Unknown	f 2.40
Slothouwer (Gerard)	Uit mijn ,jongensjaren	Leiden	E	1890	Unknown	Unknown	f 1.90
Sluis (C. van der),	Wetboek v	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Sluiter (J.)	Het heden en de toekomst der Indische spoorwegen	Soerabaya	Gebr	1886	Unknown	Unknown	f 0.80
Sluyters (H.)	Meetkundig schoolboek	Amst	H	1889	Unknown	Unknown	Unknown
Smaasen (W.)	Antwoorden op de Voorstellen ter oefening in de eerste beginselen der algebra	Zwolle	W	1890	Unknown	Unknown	f 0.35
Smaasen (W.)	 -Voorstellen ter oefening in de eerste beginselen der algebra	Zwolle	W	1890	Unknown	Unknown	Unknown
Smarten (De zeven) der Allerheiligste Maagd Maria	benevens de zeven blijdschappen en zeven droefheden van den 11	loseph	overwogen en vereerd door een R	4897	Unknown	Unknown	f 0.25
Smarten (De zeven) der Allerheiligste Maagd Maria	 (1)e zeven) en vreugden van den H	Roerm	J	1889	Unknown	Unknown	f 0.20
Smeets (E. Th.)	De badplaats Schwalbach	Amst	L	1884	Unknown	Unknown	f 0.25
Smeets Az. (H.)	Over ontginning van hei Gulpen, M	Unknown	Unknown	1884	Unknown	Unknown	f 0.30
Smelik (J.)	Beknopte taalcursus voor de hoogste klasse der lagere school en voor de laagste klasse der normaalscholen	Amst	B	1886	Unknown	Unknown	f 0.25
Smelik (J.)	Schetsen voor opstellen over paedagogiek	(Psychologie	didactiek, methodiek	1891	Unknown	Unknown	f 0.75
Smelik (J.)  en K. J. Kraan	Voorbereidend leerboekje voor de Fransche taal	Wierema (Gorinch	J	1885	Unknown	Unknown	f 0.25
Smets (E. C.)	Iets over onzen finantiëelen toestand	Amst	Schalekamp, van de Grampel & Bakker	1884	Unknown	Unknown	f 0.25
Smeulders (.1. F. A.)	Zoo werd hij rijk	Tooneelspel in zeven bedrijven	voor rederijkers bewerkt	1885	Unknown	Unknown	f 0.90
Smid (H. J.)	Licht door de wolken	(Amst	N	1889	Unknown	Unknown	f 1.25
Smid (H. Joh.)	Handboek voor de kultuur en bereiding der koffie in Oost-en West-Indië	te Amst	4883	4883	Unknown	Unknown	Unknown
Smidt (H. J.)	Geschiedenis van liet wetboek van strafrecht	Ontwerpen, gewisselde stukken, gevoerde beraadslagingen enz	betrekkelijk de wetten en verordeningen tot uitvoering, wijziging en invoering van het wetboek, bijeengebracht en gerangschikt door E	Unknown	Unknown	Unknown	f 8.15
Se deel f 7.20; geb. f 8.15; 5 din	compleet f 32	aangevuld met de wijzigingen tot op den dag der uitgave	door J	1891	Unknown	Unknown	f 7.20
Se Wetten nat. militie. Smiets (Michaël)	Dichtwerken, verzameld en met een levensschets van den dichter uitgeg	Roerm	H	1887	Unknown	Unknown	f 1.80
Siniets (Michaël)	[Jurwijzer van het hitter lijden 0	Roerra	J	1890	Unknown	Unknown	f 0.09
Smijtegelt (Bern.)	Des Christens eenige troost in leven en sterven, of verklaring over den Heidelbergschen Catechismus in LII predikatiën; benevens V belijdenispredikatiën	Leid	D	1747	Unknown	Unknown	f 4.50
Smiles (Sam.)	Ken u zelven	Rott	D	1886	Unknown	Unknown	f 1.40
Smink (M.)	De kleine zanger	Kampen	G	1883	Unknown	Unknown	f 0.20
Smink (M.)	Verzameling van bijzonderheden uit den Bijbel en de bijbelsche geschiedenis	Delft	P	1890	Unknown	Unknown	f 0.10
Smit (Arie)	Open brief aan den heer W	Vliss	P	1888	Unknown	Unknown	f 0.25
Smit (Maurits) [F. M. Jaeger]	Dilettanten spiegel	Amst	P	1887	Unknown	Unknown	f 2.90
Smit (Maurits) [F	Letterkundige hommels	Almelo	W	1891	Unknown	Unknown	f 1.50
Smit (Maurits) [F	Oom Sam	Amst	Uitgeversmaatschappij »Elsevier"	Unknown	Unknown	Unknown	f 1.75
Smit (Maurits) [F	Phantasmagorieën Kijkjes in en om ons	(Amst	J	4889	Unknown	Unknown	f 1.90
Smit (Maurits) [F	Semper crescendo	Amst	P	1888	Unknown	Unknown	f 3.25
Smit (W. C. J.)	Handboek voor commandeurs	's Hage	Gebr	1889	Unknown	Unknown	f 0.50
Smit Kleine (F.)	Carmen Sylva	Haarl	W	1886	Unknown	Unknown	f 2.90
Smit Kleine (F.)	Dr	Ilaarl	W	1884	Unknown	Unknown	f 0.30
Smit Kleine (F.)	Rouwzang, met inleidend schrijven aan de volksvertegenwoordigers Jhr	Utr	J	1883	Unknown	Unknown	f 0.25
Smit van den Broecke (H. A. de)	Een woord naar aanleiding van de beschouwingen van Dr	's Hage	Gebr	1883	Unknown	Unknown	f 0.25
Smith (A. J.)	Liefde of influenza	Drieborg	J	1891	Unknown	Unknown	f 0.60
Smith (F.)	Bezorgd op No	van Klaveren (Kuilenb	Blom & Olivierse)	1890	Unknown	Unknown	f 2.25
Smith (James)	Het herderlijk avondbezoek	Rott	D	1890	Unknown	Unknown	f 1.50
Smith (Ronald)	Van den Congo tot Zanzibar of Stanley in tropisch Afrika	Amst	Joh	1890	Unknown	Unknown	f 1.90
Smith (William D )	Wat is calvinisme Eene samenspraak tusschen een jeugdig bekeerde en een Presbyteriaansch leeraar	Kampen	G	1887	Unknown	Unknown	f 0.40
Smits (A.)	De klok van Don Ciccio	Roerra	M	1891	Unknown	Unknown	f 0.50
Smits (F. G.)	De oplossing van het vraagstuk der eeuwen	's Hage	M	1888	Unknown	Unknown	Unknown
Smits (F. N )	Beknopte geschiedenis van Eindhoven	Eindh	M	Unknown	Unknown	Unknown	f 2.70
Smits (G.)	Verzameling van algebraïsche toch ware geschiedenis van een rabbijn	's Hage	C	1880	Unknown	Unknown	f 0.40
Smits (G.)	Verzameling van meetkundige vraag (Planimetrie	-stukken met aanteekeningen 's Bosch	Firma Robijns & Co	1891	Unknown	Unknown	f 1.25
Smits Az. (Jos.)	Episode uit de lijdensgeschiedenis van Polen	's Bosch	G	1889	Unknown	Unknown	f 0.50
Smits Azn. (Jos. A. C. M.)	Henriëtte of de zegepraal der christelijke liefde	's Bosch	G	1887	Unknown	Unknown	f 0.55
Unknown	Smits  - Leven van onzen glorievollen Paus-Koning Leu XIII	Naar de beste bronnen bewerkt en aan het Nederlandsche volk ver 's Bosch	G	1887	Unknown	Unknown	f 2.20
Smitshuyzen (H. E. G.)	Handleiding voor den jager, of jacht-cursus; inhoudende de wijze om het wild overal op te sporen en te schieten, het geweer, het dressecren der honden en alles wat verder op de jacht betrekking heeft; benevens de wet tot regeling der jacht en visscherij	Amst	G	1883	Unknown	Unknown	f 0.60
Swift (W. G.)	George Wishart	's Hage	C	1886	Unknown	Unknown	f 0.60
Swift (W. G.)	 Herschel Augusti	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Smitt (W G.)	Oude en nieuwe dingen uit den schat des Woords	's Hage	J	1885	Unknown	Unknown	f 1.25
Sneeuw (In de) omgekomen. 's Hage	H	Unknown	Unknown	1888	Unknown	Unknown	f 0.10
Sneeuwklokje of de drie doopsels door F. L. Breda	Ed	Unknown	Unknown	Unknown	Unknown	Unknown	f 0.25
Unknown	Sneeuwwit en Rozerood	Vrij bewerkt naar het sprockje van Grimm	door A	1889	Unknown	Unknown	f 1.60
Unknown	Sneeuwwit Sprookje in drie voorstellingen	) Kampen	Laurens van Hulst	1887	Unknown	Unknown	f 0.50
Snellebrand (J. H.)	Xl en XII October 1573; K	Gorter	J	1887	Unknown	Unknown	f 0.25
Snellen (A.)	Open brief aan den heer J	) Haarl	H	1888	Unknown	Unknown	f 0.25
Snellen (E.)	Werken en wachten	Amst	Tj	1885	Unknown	Unknown	f 1.50
Snellen (H.)	De grondslagen van het Nederlandsche gasthuis voor behoeftige en minvermogende ooglijders ontleend aan het dertigste jaarverslag	Utr	J	1890	Unknown	Unknown	f 1.90
Snellen (H.)	 Optotypen tot bepaling der gezichtsscherpte	Utr	P	1888	Unknown	Unknown	f 1.50
Snellen (M.)	De bliksemafleider	Amst	H	1888	Unknown	Unknown	f 0.50
Snellen (M.)	 De Nederlandsche Pool-expeditie	Utr	Firma L	1886	Unknown	Unknown	Unknown
Snellen (M.)	Leiddraad voor hen, die onweêrsberichten opstellen	Amst	H	1886	Unknown	Unknown	f 0.25
Snelrekenaar (De)	of de drie zonderlinge eigenschappen der rekenkunde	Arnh	H	1887	Unknown	Unknown	f 0.25
Snieders (Aug.)	De nachtraven	's Bosch	Maatsch	1884	Unknown	Unknown	Unknown
Snijder Jr. (D.)	Rome's voornaamste leerstellingen en bedoelingen voor den protestant toegelicht	Gorinch	J	1890	Unknown	Unknown	f 1.50
Snijder van Wissenkerke (F. W. J.)	De drankwet toegelicht uit de administratieve en rechterlijke beslissingen	Amst	G	1883	Unknown	Unknown	f 0.30
Snijders (A.• J. C.)	De invloed van alcoholische dranken op het menschelijk lichaam	Ouderkerk	M	4891	Unknown	Unknown	f 0.05
Snijders (A.• J. C.)	Handleiding bij het onderwijs in de plant- en dierkunde	Zutphen	W	1886	Unknown	Unknown	f 0.60
Snijders (A.• J. C.)	 - Onze voedingsmiddelen, hunne samenstelling, voedingswaarde, toebereiding en verteerbaarheid, benevens de voornaamste kenmerken hunner deugdelijkheid	Met eene uit gekleurde plaat	bevattende graphi--slaande sche voorstellingen der kostrantsoenen, samenstelling, voedingswaarde en verteerbaar W	1889	Unknown	Unknown	f 1.90
Snijders (C. J.)	Handboek der pionierkunst voor het Nederlandsche leger	Schiedam	H	Unknown	Unknown	Unknown	f 10.40
Unknown	Snip en Snap of de bekeerde vrouwenhaters	Humoristische samenspraak voor 2 heeren	voor alle bruiloften	1885	Unknown	Unknown	f 0.15
Snuck Hurgronje (C.)	De beteekenis van den Islam voor zijne belijders in Oost-Indië	Leiden	E	1883	Unknown	Unknown	f 0.50
Snuck Hurgronje (C.)	 Landberg's »Studiën" geprüft	Leiden	E	1887	Unknown	Unknown	f 0.75
Snuck Hurgronje (C.)	Mekka	Herausgegeben von »Het koninklijk instituut voor de taal-	land- en volkenkunde van Nederlandsch-Indië te 's Gravenhage"	1889	Unknown	Unknown	Unknown
Unknown	Socialisme ( »Fabian essays in socialism")	Amst	S	1891	Unknown	Unknown	f 2.25
Soep (De gestolen) en Gij zult niet stelen. 's Hage	H	Unknown	Unknown	1884	Unknown	Unknown	f 0.07
Soer (Elise)	De Vlaamsche vesper	Schied	H	1887	Unknown	Unknown	f 2.15
Soer (Elise)	Lenteminne	Schied	H	1888	Unknown	Unknown	f 2.50
Soer (Elise)	 -- Maryke ter Linden	Schied	H	1890	Unknown	Unknown	f 5.90
Soer (Elise)	Verloren of gewonnen? Te zwaar geboet! Twee novellen	's Hage	Gebr	1883	Unknown	Unknown	f 2.50
Soer (Marie)	Bert Sanders	Rott	Nijgh & van Ditmar	1889	Unknown	Unknown	f 1.50
Soer (Marie)	 Frieda en Kitty Sanders	Rott	Nijgh & van Ditmar	1888	Unknown	Unknown	f 1.90
Soer (P. A.)	Boterbloempjes	Cremer (Amst	H	1887	Unknown	Unknown	f 0.30
Soer (P. A.)	 - De Oranjeboom	's Hage	W	1888	Unknown	Unknown	Unknown
Soer (P. A.)	 Eene goede daad vindt steeds haar loon	's Hage	W	1888	Unknown	Unknown	f 0.75
Soer (P. A.)	 -Kindervreugd	's Hage	W	1889	Unknown	Unknown	f 0.25
Soer (P. A.)	 -Kindervriend	Gron	Noordbob & Smit (P	1883	Unknown	Unknown	f 0.25
Soer (P. A.)	 Nut en genoegen	Morel (Amst	J	1888	Unknown	Unknown	f 0.25
Soer (P. A.)	Sneeuwklokjes	's Hage	W A	1888	Unknown	Unknown	Unknown
Soera Rana [J. Esser Jr.]	Met een meeuwepluim en andere gedichten	Amst	P	1884	Unknown	Unknown	f 1.90
Unknown	Soerat niau wassa be marariabaisi niau na aniosepai Windessi	Utr	Kemink & Zn	1891	Unknown	Unknown	Unknown
Soesman (S.)	Oorspronkelijk kermislied voor 1891	Leiden	Joh	1891	Unknown	Unknown	f 0.50
Soetbrood Pieeardt (R. A.)	's Konings 70e verjaardag, 19 Febr	Feestrede	uit Kerk te Goes	1887	Unknown	Unknown	f 0.35
Soeter (11.)	 en Th	Gron	J	1883	Unknown	Unknown	f 1.90
Sohm (R.)	De geschiedenis der Kerk in hare grondtrekken geschetst	Nijk	G	1889	Unknown	Unknown	f 1.50
Soirée déclamatoire. Nieuwe luimige en ernstige poëzy	uitsluitend voor voordrachten	Tiel	H	1884	Unknown	Unknown	f 0.90
Sol (E. P. C.)	Een woord over de rechten van de eigenaren der particuliere landen	(Amst	Schalekamp, van de Grampel & Bakker	1886	Unknown	Unknown	f 1.25
Sol (E. P. C.)	 Land Tjiomas	Leiden	S	1887	Unknown	Unknown	f 1.50
Sol (E. P. C.)	Openbare geheimen	Leiden	S	1888	Unknown	Unknown	f 1.25
Unknown	Solo en koor	Nijm	P	1888	Unknown	Unknown	f 0.40
Solser (Michel)	Laatste souvenir	Leiden	Joh	Unknown	Unknown	Unknown	f 0.50
Someren (J. F. van)	Beschrijvende catalogus van gegraveerde portretten van Nederlanders	Amst	Fred	1890	Unknown	Unknown	f 12.30
Someren Brand (J. E. van)	Benoemingen van regenten over de godshuizen der stad Neusden over de jaren 1707-1805	's-Hage	Genealogisch-Heraldisch Archief	1889	Unknown	Unknown	Unknown
Sommer (E. J.) en H. C. Sprayt	Le Francais élémentaire	Gron	Noordhoff & Smit	Unknown	Unknown	Unknown	f 0.80
Sommerfeld (Th.)	De genezing der longtering en der tuberculeuse ziekten, volgens de methode van Prof	en Nijmegen	Gebr	1891	Unknown	Unknown	f 0.30
Sommerfeld (Th.)	 De ziekten van het haar	Amst	Seylfardt's Boekhandel	1891	Unknown	Unknown	f 0.60
Shndermann (A.)	Olaf de strandroover	Amst	F	1885	Unknown	Unknown	f 7.90
Sonnaville (L. de)	Verbastering en verbetering van kerkhoven	Leiden	J	1884	Unknown	Unknown	f 0.30
Sonntag (Waldemar)	De godsdienst in het dagelijksch leven	Arnh	(Velp), Ybe Ybes	Unknown	Unknown	Unknown	f 0.40
Unknown	Sophoeles' Antigone	Utr	J	1885	Unknown	Unknown	f 0.90
Sorgen (W. G. F. A. van)	De tooneelspeelkunst in Utrecht en de Utrechtsche schouwburg	's Hage	A	1885	Unknown	Unknown	f 2.50
Sorgen (W. G. F. A. van)	 - Klaartje	Utr	J	1884	Unknown	Unknown	f 3.90
Sorgen (W. G. F. A. van)	 Porcelein	Utr	Gebr	1889	Unknown	Unknown	f 5.50
Soury	Was Jezus krankzinnig? Amst, Vereeniging »De Dageraad"	Almelo	W	1891	Unknown	Unknown	f 0.10
Soury	aan Almelo	Almelo	W	1891	Unknown	Unknown	f 2.25
Souvenir aan Assen. 12 phototypen. Assen	Willem van Gorcum	Unknown	Unknown	1884	Unknown	Unknown	f 1.50
Unknown	Souvenir aan Baarn en Soestdijk	Album niet 12 der schoonste dorpsgezichten uit genoemde plaatsen Amersf	G	1886	Unknown	Unknown	Unknown
Unknown	Souvenir  --aan Deventer	Deventer		1885	Unknown	Unknown	f 1.50
Souvenir aan Gorinchem. Gorinch.	W	Unknown	Unknown	1890	Unknown	Unknown	f 4.75
Souvenir aan Heerenveen	Oranjewond en Beetsterzwaag-Olterterp	Heerenveen	A	1885	Unknown	Unknown	f 1.75
Souvenir aan Nijmegen in 12 platen. Nijm.	H	Unknown	Unknown	Unknown	Unknown	Unknown	f 4.25
Unknown	Souvenir aan Wageningen	Wageningen	A Ophorst	Unknown	Unknown	Unknown	f 1.60
Unknown	Souvenir aan Winterswijk	Wintersw	G	1887	Unknown	Unknown	f 2.50
Souvenir  d'Amsterdam. 12 phototypiën. Amst.	C	Unknown	Unknown	1890	Unknown	Unknown	f 1.25
Souvenir  de Breda. 12 photographiën in linnen étui. Breda	P	Dordr	C	1885	Unknown	Unknown	f 4.75
Souvenir  de la Haye. 12 gezichten in lichtdruk. 's Hage	M	Unknown	Unknown	1888	Unknown	Unknown	f 1.50
Souvenir  de la Haye et de Schéveningue. La Haye	M	Unknown	Unknown	1889	Unknown	Unknown	f 2.25
Souvenir  de la Rollande et d'Amsterdam. Amst.	G	Unknown	Unknown	1883	Unknown	Unknown	f 0.50
Souvenir  de Rotterdam. Rott.	Ducroissi Goetzee (P	Unknown	Unknown	1888	Unknown	Unknown	f 0.60
Souvenir  de Rotterdam. Rott.	 de Schéveningue les bains et de la Haye	La Haye	W	Unknown	Unknown	Unknown	Unknown
Souvenir d' Utrecht. Utr.	B	Unknown	Unknown	1886	Unknown	Unknown	Unknown
Souvenir  der Weesinrichting te Neerbosch. Nijmegen	P	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
Unknown	Souvenir  du troisième centenaire de 1'Eglise Wallonne de'la Haye	La Haye	Mart	1891	Unknown	Unknown	f 1.50
Unknown	Souvenir  van de Internationale landbouw-tentoonstelling	Amst	J	1884	Unknown	Unknown	Unknown
Souvenir f 0.50.	J	Unknown	Unknown	Unknown	Unknown	Unknown	f 0.50
Souvestre (Em.)	Boontje komt om zijn loontje	Amst	G	Unknown	Unknown	Unknown	f 0.30
Souvestre (Em.)	 De oude nicht	Zutphen	Thieme's Boek-en Muziekhandel	1891	Unknown	Unknown	f 0.40
Spaettgen (D. F. von)	Door storm in de haven ! Uit het Hoogd	Middeib	J	4885	Unknown	Unknown	f 0.60
Spaettgen (D. F. von)	 -Vreemd bloed	(Bott	D	Unknown	Unknown	Unknown	f 4.20
Spanjaard (De kleine). 's Hage	H	Unknown	Unknown	1888	Unknown	Unknown	f 0.40
Spanjaard (De kleine)	 (De vlugge), of handleiding om zonder onderwijzer, in korten tijd Spaansch te leeren lezen, schrijven of spreken	Kampen	G	Unknown	Unknown	Unknown	f 0.50
Spanje (T. van)	Handleiding tot de theognosie of leiddraad in den strijd voor het ware, tegen het ongeloof en de dwalingen	) Arnh	Administratie van sDeTijdbode"	Unknown	Unknown	Unknown	f 0.60
Spanje (T. van)	Wat zou toch het doleeren beteekenen ? Enkele ernstige vragen van Ds	Naar aanleiding zijner brochure: » Wat is er geschied T' Doetinchem	L	1887	Unknown	Unknown	f 0.40
Specht (K. Aug.)	Populaire ontwikkelingsgeschiedenis van het heelal	Amst	J	4888	Unknown	Unknown	f 0.30
Specht (K. Aug.)	Theologie en wetenschap of oude en nieuwe wereldbeschouwing	Amst	Wilms & Co	1885	Unknown	Unknown	f 3.50
Unknown	Spectator (De Indische)	Weekblad gewijd aan de belangen van Moederland en Koloniën	onder redactie van P	1886	Unknown	Unknown	f 1.50
Unknown	Spectator (De militaire)	Breda	Broese & Co	Unknown	Unknown	Unknown	f 9.50
Spectator (De militaire)	 - (De Nederlandsche)	's Hage	Mart	Unknown	Unknown	Unknown	f 42.60
Spée (J.)	Onze officiëele handelstabellen critisch beoordeeld, enz	Amst	Gebr	1884	Unknown	Unknown	f 0.50
Spée (J.)	Vrijhandel of bescherming? Een en ander over den invloed, dien het stelsel van het laisser faire laisser passer op den toestand van handel, landbouw, scheepvaart en nijverheid in het algemeen heeft uitgeoefend	Amst	Gebr	1883	Unknown	Unknown	f 0.60
Speijer (J. S.)	De Latijnsche philologie en hare betrekking tot de linguistiek	Leiden	E	1889	Unknown	Unknown	f 0.50
Speijer (J. S.)	 - De waarde van het Sanskrit voor de wetenschap van de taal	Amst	S	1888	Unknown	Unknown	f 0.50
Speijer (J. S.)	 - Lanx Satura	) Amst	S	1886	Unknown	Unknown	f 0.60
Speijer (J. S.)	 Latijnsche spraakkunst	Leiden	E J	1881	Unknown	Unknown	f 1.90
Speijer (J. S.)	 -- Observationes et emendationes	Gron	J	1891	Unknown	Unknown	f 1.50
Speijer (J. S.)	 Sanskrit syntax	Leyden	E	1886	Unknown	Unknown	f 8.40
Spelen (Vroolijke). (Panorama-prenteboek). Amst.	Jac	Unknown	Unknown	1887	Unknown	Unknown	f 0.90
